"unom";"source";"result";"postal_code";"country";"region_fias_id";"region_kladr_id";"region_with_type";"region_type";"region_type_full";"region";"area_fias_id";"area_kladr_id";"area_with_type";"area_type";"area_type_full";"area";"city_fias_id";"city_kladr_id";"city_with_type";"city_type";"city_type_full";"city";"city_area";"city_district_fias_id";"city_district_kladr_id";"city_district_with_type";"city_district_type";"city_district_type_full";"city_district";"settlement_fias_id";"settlement_kladr_id";"settlement_with_type";"settlement_type";"settlement_type_full";"settlement";"street_fias_id";"street_kladr_id";"street_with_type";"street_type";"street_type_full";"street";"house_fias_id";"house_kladr_id";"house_type";"house_type_full";"house";"block_type";"block_type_full";"block";"flat_type";"flat_type_full";"flat";"flat_area";"square_meter_price";"flat_price";"postal_box";"fias_id";"fias_code";"fias_level";"fias_actuality_state";"kladr_id";"capital_marker";"okato";"oktmo";"tax_office";"tax_office_legal";"timezone";"geo_lat";"geo_lon";"beltway_hit";"beltway_distance";"qc_geo";"qc_complete";"qc_house";"qc";"unparsed_parts";"metro" 
"3604";"город Москва, проспект Вернадского, дом 32, корпус 70";"г Москва, пр-кт Вернадского, д 32 к 70";"119454";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Проспект Вернадского";"р-н";"район";"Проспект Вернадского";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"dd22a3a9-03d7-4ea4-80e6-34ddac2282ec";"7700000000009530105";"д";"дом";"32";"к";"корпус";"70";"";"";"";"";"216710";"";"";"dd22a3a9-03d7-4ea4-80e6-34ddac2282ec";"77000000000000009530105";"8";"0";"7700000000009530105";"0";"45268581000";"45324000";"7729";"7729";"UTC+3";"55.6762392";"37.49729";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.5, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 1.7, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 2.4, 'line': 'Калининско-Солнцевская', 'name': 'Раменки'}]"
"3619";"город Москва, проспект Вернадского, дом 50А";"г Москва, пр-кт Вернадского, д 50А";"119454";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Проспект Вернадского";"р-н";"район";"Проспект Вернадского";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"e314422c-169d-495e-9489-c55852194ab3";"7700000000009530149";"д";"дом";"50А";"";"";"";"";"";"";"";"250865";"";"";"e314422c-169d-495e-9489-c55852194ab3";"77000000000000009530149";"8";"0";"7700000000009530149";"0";"45268581000";"45324000";"7729";"7729";"UTC+3";"55.6732388";"37.4980168";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.6, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 1.5, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 2.7, 'line': 'Калининско-Солнцевская', 'name': 'Раменки'}]"
"3624";"город Москва, проспект Вернадского, дом 59";"г Москва, пр-кт Вернадского, д 59";"119415";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Проспект Вернадского";"р-н";"район";"Проспект Вернадского";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"5d9b082d-1cbd-44f1-99dd-be3fc8425f28";"7700000000009530085";"д";"дом";"59";"";"";"";"";"";"";"";"237583";"";"";"5d9b082d-1cbd-44f1-99dd-be3fc8425f28";"77000000000000009530085";"8";"0";"7700000000009530085";"0";"45268581000";"45324000";"7729";"7729";"UTC+3";"55.6727833";"37.500564";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.5, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 1.5, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 2.8, 'line': 'Калининско-Солнцевская', 'name': 'Раменки'}]"
"3625";"город Москва, проспект Вернадского, дом 59А";"г Москва, пр-кт Вернадского, д 59А";"119415";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Проспект Вернадского";"р-н";"район";"Проспект Вернадского";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"ca72d4c5-254f-4b1f-9084-b78051b3a4c2";"7700000000009530087";"д";"дом";"59А";"";"";"";"";"";"";"";"228820";"";"";"ca72d4c5-254f-4b1f-9084-b78051b3a4c2";"77000000000000009530087";"8";"0";"7700000000009530087";"0";"45268581000";"45324000";"7729";"7729";"UTC+3";"55.6727833";"37.500564";"IN_MKAD";"";"1";"5";"2";"0";"";"[{'distance': 0.5, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 1.5, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 2.8, 'line': 'Калининско-Солнцевская', 'name': 'Раменки'}]"
"3643";"город Москва, проспект Вернадского, дом 76, корпус 1";"г Москва, пр-кт Вернадского, д 76 к 1";"119454";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Проспект Вернадского";"р-н";"район";"Проспект Вернадского";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"a108b1ea-9aa5-4030-9025-03414d6d0022";"7700000000009530192";"д";"дом";"76";"к";"корпус";"1";"";"";"";"";"";"";"";"a108b1ea-9aa5-4030-9025-03414d6d0022";"77000000000000009530192";"8";"0";"7700000000009530192";"0";"45268581000";"45324000";"7729";"7729";"UTC+3";"55.6738944";"37.4847464";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.2, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.3, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 2.8, 'line': 'Калининско-Солнцевская', 'name': 'Раменки'}]"
"3647";"город Москва, проспект Вернадского, дом 83";"г Москва, пр-кт Вернадского, д 83";"119415";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Проспект Вернадского";"р-н";"район";"Проспект Вернадского";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"1c776886-b1c6-4ede-adcd-1f37ca16c2e2";"7700000000009530101";"д";"дом";"83";"";"";"";"";"";"";"";"209647";"";"";"1c776886-b1c6-4ede-adcd-1f37ca16c2e2";"77000000000000009530101";"8";"0";"7700000000009530101";"0";"45268581000";"45324000";"7729";"7729";"UTC+3";"55.6707668";"37.4995005";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 1.3, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 3.0, 'line': 'Калужско-Рижская', 'name': 'Калужская'}]"
"3648";"город Москва, проспект Вернадского, дом 84, корпус 1";"г Москва, пр-кт Вернадского, д 84 к 1";"119606";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"0e45ea42-82df-46fc-b0ea-98483f858fde";"7700000000009530377";"д";"дом";"84";"к";"корпус";"1";"";"";"";"";"210128";"";"";"0e45ea42-82df-46fc-b0ea-98483f858fde";"77000000000000009530377";"8";"0";"7700000000009530377";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6651926";"37.4767447";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.4, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 2.2, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 2.2, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"3650";"город Москва, проспект Вернадского, дом 85";"г Москва, пр-кт Вернадского, д 85";"119415";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Проспект Вернадского";"р-н";"район";"Проспект Вернадского";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"4a2134ec-30ca-458f-89b6-28c56e31cb0a";"7700000000009530102";"д";"дом";"85";"";"";"";"";"";"";"";"191372";"";"";"4a2134ec-30ca-458f-89b6-28c56e31cb0a";"77000000000000009530102";"8";"0";"7700000000009530102";"0";"45268581000";"45324000";"7729";"7729";"UTC+3";"55.6705519";"37.500244";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 1.4, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 2.9, 'line': 'Калужско-Рижская', 'name': 'Калужская'}]"
"3651";"город Москва, проспект Вернадского, дом 86, строение 1";"г Москва, пр-кт Вернадского, д 86 стр 1";"119571";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"7c606587-889d-410c-a10d-4c705022cf73";"7700000000009530287";"д";"дом";"86";"стр";"строение";"1";"";"";"";"";"192346";"";"";"7c606587-889d-410c-a10d-4c705022cf73";"77000000000000009530287";"8";"0";"7700000000009530287";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6604384";"37.4744345";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.6, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.6, 'line': 'Сокольническая', 'name': 'Тропарёво'}, {'distance': 2.6, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}]"
"3660";"город Москва, проспект Вернадского, дом 91, корпус 3";"г Москва, пр-кт Вернадского, д 91 к 3";"119526";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"0aed310e-7ca5-4055-acf1-7eb3f2b2981d";"7700000000009530212";"д";"дом";"91";"к";"корпус";"3";"";"";"";"";"217962";"";"";"0aed310e-7ca5-4055-acf1-7eb3f2b2981d";"77000000000000009530212";"8";"0";"7700000000009530212";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6653613";"37.4953043";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.4, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 2.6, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"3663";"город Москва, проспект Вернадского, дом 95, корпус 1";"г Москва, пр-кт Вернадского, д 95 к 1";"119526";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"8631433b-b153-4785-a57f-dbeb0e5a0e4a";"7700000000009530218";"д";"дом";"95";"к";"корпус";"1";"";"";"";"";"221511";"";"";"8631433b-b153-4785-a57f-dbeb0e5a0e4a";"77000000000000009530218";"8";"0";"7700000000009530218";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6667641";"37.4924381";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.3, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 2.6, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"3665";"город Москва, проспект Вернадского, дом 95, корпус 3";"г Москва, пр-кт Вернадского, д 95 к 3";"119526";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"68952c80-f475-41aa-bdcb-bffc4b8544a9";"7700000000009530221";"д";"дом";"95";"к";"корпус";"3";"";"";"";"";"237880";"";"";"68952c80-f475-41aa-bdcb-bffc4b8544a9";"77000000000000009530221";"8";"0";"7700000000009530221";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6654477";"37.4925794";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.4, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 2.5, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"3666";"город Москва, проспект Вернадского, дом 97";"г Москва, пр-кт Вернадского, д 97";"119526";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"8163cb26-0d37-4d86-a74e-cc8ee01fe4d3";"7700000000009530224";"д";"дом";"97";"";"";"";"";"";"";"";"214439";"";"";"8163cb26-0d37-4d86-a74e-cc8ee01fe4d3";"77000000000000009530224";"8";"0";"7700000000009530224";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6675633";"37.4932193";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.2, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}, {'distance': 2.7, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"3675";"город Москва, проспект Вернадского, дом 113";"г Москва, пр-кт Вернадского, д 113";"119571";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"3cc059d1-25cc-4c69-897c-4ab2d70be98d";"7700000000009530342";"д";"дом";"113";"";"";"";"";"";"";"";"222379";"";"";"3cc059d1-25cc-4c69-897c-4ab2d70be98d";"77000000000000009530342";"8";"0";"7700000000009530342";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6597717";"37.4832801";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.4, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.7, 'line': 'Сокольническая', 'name': 'Тропарёво'}, {'distance': 2.3, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}]"
"3677";"город Москва, проспект Вернадского, дом 119";"г Москва, пр-кт Вернадского, д 119";"119571";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"8ce5066d-23b9-401c-880b-90a99e378fd0";"7700000000009530346";"д";"дом";"119";"";"";"";"";"";"";"";"251692";"";"";"8ce5066d-23b9-401c-880b-90a99e378fd0";"77000000000000009530346";"8";"0";"7700000000009530346";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6575428";"37.482828";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.6, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.4, 'line': 'Сокольническая', 'name': 'Тропарёво'}, {'distance': 2.5, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}]"
"3678";"город Москва, проспект Вернадского, дом 123";"г Москва, пр-кт Вернадского, д 123";"119571";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"2c402182-fa52-410e-b6e8-11421a763b5a";"7700000000009530349";"д";"дом";"123";"";"";"";"";"";"";"";"201336";"";"";"2c402182-fa52-410e-b6e8-11421a763b5a";"77000000000000009530349";"8";"0";"7700000000009530349";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6564593";"37.4815275";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 1.3, 'line': 'Сокольническая', 'name': 'Тропарёво'}, {'distance': 2.7, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}]"
"3680";"город Москва, проспект Вернадского, дом 127";"г Москва, пр-кт Вернадского, д 127";"119571";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Тропарево-Никулино";"р-н";"район";"Тропарево-Никулино";"";"";"";"";"";"";"1e3e2818-9fe2-4981-89c7-612cec372a8c";"77000000000095300";"пр-кт Вернадского";"пр-кт";"проспект";"Вернадского";"7e011dbf-dfa7-45d8-8f68-9c0811f992f8";"7700000000009530357";"д";"дом";"127";"";"";"";"";"";"";"";"253113";"";"";"7e011dbf-dfa7-45d8-8f68-9c0811f992f8";"77000000000000009530357";"8";"0";"7700000000009530357";"0";"45268592000";"45327000";"7729";"7729";"UTC+3";"55.6531276";"37.4810505";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.0, 'line': 'Сокольническая', 'name': 'Тропарёво'}, {'distance': 1.1, 'line': 'Сокольническая', 'name': 'Юго-Западная'}, {'distance': 3.0, 'line': 'Сокольническая', 'name': 'Проспект Вернадского'}]"
"3685";"город Москва, улица Верхние Поля, дом 5, корпус 2";"г Москва, ул Верхние Поля, д 5 к 2";"109382";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Люблино";"р-н";"район";"Люблино";"";"";"";"";"";"";"a9125fa2-081a-4ed6-a6f2-b3af3b2045c3";"77000000000016300";"ул Верхние Поля";"ул";"улица";"Верхние Поля";"b3518d4b-b3fb-456a-9c0b-172d4c445b78";"7700000000001630131";"д";"дом";"5";"к";"корпус";"2";"";"";"";"";"159858";"";"";"b3518d4b-b3fb-456a-9c0b-172d4c445b78";"77000000000000001630131";"8";"0";"7700000000001630131";"0";"45290568000";"45389000";"7723";"7723";"UTC+3";"55.6654938";"37.7453803";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Люблинско-Дмитровская', 'name': 'Братиславская'}, {'distance': 1.6, 'line': 'Люблинско-Дмитровская', 'name': 'Люблино'}, {'distance': 1.8, 'line': 'Люблинско-Дмитровская', 'name': 'Марьино'}]"
"3687";"город Москва, улица Верхние Поля, дом 7, корпус 1";"г Москва, ул Верхние Поля, д 7 к 1";"109382";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Люблино";"р-н";"район";"Люблино";"";"";"";"";"";"";"a9125fa2-081a-4ed6-a6f2-b3af3b2045c3";"77000000000016300";"ул Верхние Поля";"ул";"улица";"Верхние Поля";"9befd7f1-1657-4c04-82c9-284550ef55a7";"7700000000001630134";"д";"дом";"7";"к";"корпус";"1";"";"";"";"";"163846";"";"";"9befd7f1-1657-4c04-82c9-284550ef55a7";"77000000000000001630134";"8";"0";"7700000000001630134";"0";"45290568000";"45389000";"7723";"7723";"UTC+3";"55.6652291";"37.7462658";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Люблинско-Дмитровская', 'name': 'Братиславская'}, {'distance': 1.6, 'line': 'Люблинско-Дмитровская', 'name': 'Люблино'}, {'distance': 1.8, 'line': 'Люблинско-Дмитровская', 'name': 'Марьино'}]"
"3688";"город Москва, улица Верхние Поля, дом 7, корпус 2";"г Москва, ул Верхние Поля, д 7 к 2";"109382";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Люблино";"р-н";"район";"Люблино";"";"";"";"";"";"";"a9125fa2-081a-4ed6-a6f2-b3af3b2045c3";"77000000000016300";"ул Верхние Поля";"ул";"улица";"Верхние Поля";"fd00f29b-5b57-4df2-a547-dd27057b6b47";"7700000000001630135";"д";"дом";"7";"к";"корпус";"2";"";"";"";"";"175797";"";"";"fd00f29b-5b57-4df2-a547-dd27057b6b47";"77000000000000001630135";"8";"0";"7700000000001630135";"0";"45290568000";"45389000";"7723";"7723";"UTC+3";"55.666406";"37.7456277";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Люблинско-Дмитровская', 'name': 'Братиславская'}, {'distance': 1.5, 'line': 'Люблинско-Дмитровская', 'name': 'Люблино'}, {'distance': 1.9, 'line': 'Люблинско-Дмитровская', 'name': 'Марьино'}]"
"3690";"город Москва, улица Верхние Поля, дом 13, корпус 1";"г Москва, ул Верхние Поля, д 13 к 1";"109382";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Люблино";"р-н";"район";"Люблино";"";"";"";"";"";"";"a9125fa2-081a-4ed6-a6f2-b3af3b2045c3";"77000000000016300";"ул Верхние Поля";"ул";"улица";"Верхние Поля";"eaf2fd32-c78f-4270-b6aa-03153b6eaad2";"7700000000001630020";"д";"дом";"13";"к";"корпус";"1";"";"";"";"";"164739";"";"";"eaf2fd32-c78f-4270-b6aa-03153b6eaad2";"77000000000000001630020";"8";"0";"7700000000001630020";"0";"45290568000";"45389000";"7723";"7723";"UTC+3";"55.6661315";"37.7482431";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Люблинско-Дмитровская', 'name': 'Братиславская'}, {'distance': 1.4, 'line': 'Люблинско-Дмитровская', 'name': 'Люблино'}, {'distance': 1.9, 'line': 'Люблинско-Дмитровская', 'name': 'Марьино'}]"
"3691";"город Москва, улица Верхние Поля, дом 13, корпус 2";"г Москва, ул Верхние Поля, д 13 к 2";"109382";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Люблино";"р-н";"район";"Люблино";"";"";"";"";"";"";"a9125fa2-081a-4ed6-a6f2-b3af3b2045c3";"77000000000016300";"ул Верхние Поля";"ул";"улица";"Верхние Поля";"895e2446-283a-4328-8be1-70f68854de82";"7700000000001630021";"д";"дом";"13";"к";"корпус";"2";"";"";"";"";"171290";"";"";"895e2446-283a-4328-8be1-70f68854de82";"77000000000000001630021";"8";"0";"7700000000001630021";"0";"45290568000";"45389000";"7723";"7723";"UTC+3";"55.6667396";"37.7480071";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Люблинско-Дмитровская', 'name': 'Братиславская'}, {'distance': 1.4, 'line': 'Люблинско-Дмитровская', 'name': 'Люблино'}, {'distance': 2.0, 'line': 'Люблинско-Дмитровская', 'name': 'Марьино'}]"
"3692";"город Москва, улица Верхние Поля, дом 15, корпус 1";"г Москва, ул Верхние Поля, д 15 к 1";"109382";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Люблино";"р-н";"район";"Люблино";"";"";"";"";"";"";"a9125fa2-081a-4ed6-a6f2-b3af3b2045c3";"77000000000016300";"ул Верхние Поля";"ул";"улица";"Верхние Поля";"1539795d-7755-4958-a63c-58d268f11058";"7700000000001630022";"д";"дом";"15";"к";"корпус";"1";"";"";"";"";"174925";"";"";"1539795d-7755-4958-a63c-58d268f11058";"77000000000000001630022";"8";"0";"7700000000001630022";"0";"45290568000";"45389000";"7723";"7723";"UTC+3";"55.6665191";"37.7489116";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Люблинско-Дмитровская', 'name': 'Братиславская'}, {'distance': 1.4, 'line': 'Люблинско-Дмитровская', 'name': 'Люблино'}, {'distance': 2.0, 'line': 'Люблинско-Дмитровская', 'name': 'Марьино'}]"
