"unom";"source";"result";"postal_code";"country";"region_fias_id";"region_kladr_id";"region_with_type";"region_type";"region_type_full";"region";"area_fias_id";"area_kladr_id";"area_with_type";"area_type";"area_type_full";"area";"city_fias_id";"city_kladr_id";"city_with_type";"city_type";"city_type_full";"city";"city_area";"city_district_fias_id";"city_district_kladr_id";"city_district_with_type";"city_district_type";"city_district_type_full";"city_district";"settlement_fias_id";"settlement_kladr_id";"settlement_with_type";"settlement_type";"settlement_type_full";"settlement";"street_fias_id";"street_kladr_id";"street_with_type";"street_type";"street_type_full";"street";"house_fias_id";"house_kladr_id";"house_type";"house_type_full";"house";"block_type";"block_type_full";"block";"flat_type";"flat_type_full";"flat";"flat_area";"square_meter_price";"flat_price";"postal_box";"fias_id";"fias_code";"fias_level";"fias_actuality_state";"kladr_id";"capital_marker";"okato";"oktmo";"tax_office";"tax_office_legal";"timezone";"geo_lat";"geo_lon";"beltway_hit";"beltway_distance";"qc_geo";"qc_complete";"qc_house";"qc";"unparsed_parts";"metro"
"55";"город Москва, переулок Сивцев Вражек, дом 6/2";"г Москва, пер Сивцев Вражек, д 6/2";"119019";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Центральный";"";"";"р-н Арбат";"р-н";"район";"Арбат";"";"";"";"";"";"";"613340db-230f-49ff-ac5d-7174852e4beb";"77000000000264100";"пер Сивцев Вражек";"пер";"переулок";"Сивцев Вражек";"cb21d699-85bb-4abe-b2a8-d1a42d7094d8";"7700000000026410049";"д";"дом";"6/2";"";"";"";"";"";"";"";"769912";"";"";"cb21d699-85bb-4abe-b2a8-d1a42d7094d8";"77000000000000026410049";"8";"0";"7700000000026410049";"0";"45286552000";"45374000";"7704";"7704";"UTC+3";"55.7472995";"37.5979653";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.5, 'line': 'Сокольническая', 'name': 'Кропоткинская'}, {'distance': 0.6, 'line': 'Филёвская', 'name': 'Арбатская'}, {'distance': 0.7, 'line': 'Арбатско-Покровская', 'name': 'Арбатская'}]"
"58";"город Москва, Филипповский переулок, дом 18";"г Москва, пер Филипповский, д 18";"119019";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Центральный";"";"";"р-н Арбат";"р-н";"район";"Арбат";"";"";"";"";"";"";"2adcb4e4-2463-48a5-935f-5fcf7452db45";"77000000000700600";"пер Филипповский";"пер";"переулок";"Филипповский";"b8a2e0b5-5996-4e0a-91fe-af27fe9498e2";"7700000000070060015";"д";"дом";"18";"";"";"";"";"";"";"";"422431";"";"";"b8a2e0b5-5996-4e0a-91fe-af27fe9498e2";"77000000000000070060015";"8";"0";"7700000000070060015";"0";"45286552000";"45374000";"7704";"7704";"UTC+3";"55.7497571";"37.5988258";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.3, 'line': 'Филёвская', 'name': 'Арбатская'}, {'distance': 0.4, 'line': 'Арбатско-Покровская', 'name': 'Арбатская'}, {'distance': 0.6, 'line': 'Сокольническая', 'name': 'Кропоткинская'}]"
"60";"город Москва, Авангардная улица, дом 6, корпус 1";"г Москва, ул Авангардная, д 6 к 1";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"03f4a78d-f4fd-430f-9c8e-fe6666de59bf";"7700000000007100008";"д";"дом";"6";"к";"корпус";"1";"";"";"";"";"186257";"";"";"03f4a78d-f4fd-430f-9c8e-fe6666de59bf";"77000000000000007100008";"8";"0";"7700000000007100008";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8444961";"37.4914531";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 1.4, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 1.9, 'line': 'МЦК', 'name': 'Коптево'}]"
"62";"город Москва, Авангардная улица, дом 6, корпус 3";"г Москва, ул Авангардная, д 6 к 3";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"cf68448f-627c-4bb9-841a-68eccc48dedf";"7700000000007100010";"д";"дом";"6";"к";"корпус";"3";"";"";"";"";"189706";"";"";"cf68448f-627c-4bb9-841a-68eccc48dedf";"77000000000000007100010";"8";"0";"7700000000007100010";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8444988";"37.4927522";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 1.5, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 1.8, 'line': 'МЦК', 'name': 'Коптево'}]"
"63";"город Москва, Авангардная улица, дом 8, корпус 1";"г Москва, ул Авангардная, д 8 к 1";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"c0f2ca5c-555c-4ca8-a538-c63ee67a85c8";"7700000000007100014";"д";"дом";"8";"к";"корпус";"1";"";"";"";"";"200798";"";"";"c0f2ca5c-555c-4ca8-a538-c63ee67a85c8";"77000000000000007100014";"8";"0";"7700000000007100014";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8455934";"37.4903913";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 1.3, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 2.0, 'line': 'МЦК', 'name': 'Коптево'}]"
"65";"город Москва, Авангардная улица, дом 8, корпус 3";"г Москва, ул Авангардная, д 8 к 3";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"d338b825-a79d-40e3-b73c-098c1de426c5";"7700000000007100016";"д";"дом";"8";"к";"корпус";"3";"";"";"";"";"182151";"";"";"d338b825-a79d-40e3-b73c-098c1de426c5";"77000000000000007100016";"8";"0";"7700000000007100016";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8457093";"37.4918625";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 1.3, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 1.9, 'line': 'МЦК', 'name': 'Коптево'}]"
"69";"город Москва, Авангардная улица, дом 11";"г Москва, ул Авангардная, д 11";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"fa981284-6c33-4b4d-98c7-e156465305df";"7700000000007100022";"д";"дом";"11";"";"";"";"";"";"";"";"189865";"";"";"fa981284-6c33-4b4d-98c7-e156465305df";"77000000000000007100022";"8";"0";"7700000000007100022";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8477151";"37.4875054";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.0, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 1.0, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 2.2, 'line': 'МЦК', 'name': 'Коптево'}]"
"72";"город Москва, Авангардная улица, дом 14";"г Москва, ул Авангардная, д 14";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"1ec4da9b-3162-4977-9247-143fda1e3102";"7700000000007100028";"д";"дом";"14";"";"";"";"";"";"";"";"195424";"";"";"1ec4da9b-3162-4977-9247-143fda1e3102";"77000000000000007100028";"8";"0";"7700000000007100028";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8474776";"37.4913434";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.0, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 1.2, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 2.0, 'line': 'МЦК', 'name': 'Коптево'}]"
"75";"город Москва, Авангардная улица, дом 15";"г Москва, ул Авангардная, д 15";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"c67bd833-0322-43bf-bc4e-69f895418a7e";"7700000000007100032";"д";"дом";"15";"";"";"";"";"";"";"";"202584";"";"";"c67bd833-0322-43bf-bc4e-69f895418a7e";"77000000000000007100032";"8";"0";"7700000000007100032";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8489806";"37.488282";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 1.1, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 2.2, 'line': 'МЦК', 'name': 'Коптево'}]"
"77";"город Москва, Авангардная улица, дом 17";"г Москва, ул Авангардная, д 17";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"ee60304d-964a-4be6-91f7-70668a04ce5a";"7700000000007100036";"д";"дом";"17";"";"";"";"";"";"";"";"198806";"";"";"ee60304d-964a-4be6-91f7-70668a04ce5a";"77000000000000007100036";"8";"0";"7700000000007100036";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8496553";"37.4887089";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 1.2, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 2.3, 'line': 'МЦК', 'name': 'Коптево'}]"
"80";"город Москва, Авангардная улица, дом 20";"г Москва, ул Авангардная, д 20";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"00999a38-f6b0-4cab-bf7c-ff3d405dc350";"7700000000007100040";"д";"дом";"20";"";"";"";"";"";"";"";"180493";"";"";"00999a38-f6b0-4cab-bf7c-ff3d405dc350";"77000000000000007100040";"8";"0";"7700000000007100040";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8488665";"37.4904845";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.0, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 1.1, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 2.1, 'line': 'МЦК', 'name': 'Коптево'}]"
"81";"город Москва, Авангардная улица, дом 22/32, корпус 1";"г Москва, ул Авангардная, д 22/32 к 1";"125493";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северный";"";"";"р-н Головинский";"р-н";"район";"Головинский";"";"";"";"";"";"";"6a3ff42d-1d05-42c1-b585-a49776a82ee2";"77000000000071000";"ул Авангардная";"ул";"улица";"Авангардная";"928f7907-60a1-46cc-b339-1bb2d94cd338";"7700000000007100041";"д";"дом";"22/32";"к";"корпус";"1";"";"";"";"";"179451";"";"";"928f7907-60a1-46cc-b339-1bb2d94cd338";"77000000000000007100041";"8";"0";"7700000000007100041";"0";"45277571000";"45338000";"7743";"7743";"UTC+3";"55.8492368";"37.4911354";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.1, 'line': 'Замоскворецкая', 'name': 'Речной вокзал'}, {'distance': 1.2, 'line': 'Замоскворецкая', 'name': 'Водный стадион'}, {'distance': 2.1, 'line': 'МЦК', 'name': 'Коптево'}]"
"83";"город Москва, Авиамоторная улица, дом 3";"г Москва, ул Авиамоторная, д 3";"111020";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Лефортово";"р-н";"район";"Лефортово";"";"";"";"";"";"";"323041f6-9ad7-439d-b02a-d4d29746890b";"77000000000024100";"ул Авиамоторная";"ул";"улица";"Авиамоторная";"be09e36b-c09d-4130-b8b9-5b8f8ddc92d6";"7700000000002410004";"д";"дом";"3";"";"";"";"";"";"";"";"110109";"";"";"be09e36b-c09d-4130-b8b9-5b8f8ddc92d6";"77000000000000002410004";"8";"0";"7700000000002410004";"0";"45290564000";"45388000";"7722";"7722";"UTC+3";"55.7628276";"37.7088029";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.3, 'line': 'Калининско-Солнцевская', 'name': 'Авиамоторная'}, {'distance': 2.1, 'line': 'Арбатско-Покровская', 'name': 'Бауманская'}, {'distance': 2.1, 'line': 'Арбатско-Покровская', 'name': 'Электрозаводская'}]"
"98";"город Москва, Авиамоторная улица, дом 20/17";"г Москва, ул Авиамоторная, д 20/17";"111024";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Лефортово";"р-н";"район";"Лефортово";"";"";"";"";"";"";"323041f6-9ad7-439d-b02a-d4d29746890b";"77000000000024100";"ул Авиамоторная";"ул";"улица";"Авиамоторная";"59dd302f-8b15-4b77-bfd4-0f565b069067";"7700000000002410036";"д";"дом";"20/17";"";"";"";"";"";"";"";"138272";"";"";"59dd302f-8b15-4b77-bfd4-0f565b069067";"77000000000000002410036";"8";"0";"7700000000002410036";"0";"45290564000";"45388000";"7722";"7722";"UTC+3";"55.7497645";"37.7178338";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.2, 'line': 'Калининско-Солнцевская', 'name': 'Авиамоторная'}, {'distance': 1.4, 'line': 'МЦК', 'name': 'Андроновка'}, {'distance': 2.1, 'line': 'МЦК', 'name': 'Нижегородская'}]"
"100";"город Москва, Авиамоторная улица, дом 23";"г Москва, ул Авиамоторная, д 23";"111024";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Лефортово";"р-н";"район";"Лефортово";"";"";"";"";"";"";"323041f6-9ad7-439d-b02a-d4d29746890b";"77000000000024100";"ул Авиамоторная";"ул";"улица";"Авиамоторная";"99ea919f-2367-4d1e-8a4a-e4494600f9d9";"7700000000002410042";"д";"дом";"23";"";"";"";"";"";"";"";"190191";"";"";"99ea919f-2367-4d1e-8a4a-e4494600f9d9";"77000000000000002410042";"8";"0";"7700000000002410042";"0";"45290564000";"45388000";"7722";"7722";"UTC+3";"55.7590017";"37.7165446";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Калининско-Солнцевская', 'name': 'Авиамоторная'}, {'distance': 2.0, 'line': 'МЦК', 'name': 'Шоссе Энтузиастов'}, {'distance': 2.2, 'line': 'МЦК', 'name': 'Соколиная Гора'}]"
"103";"город Москва, Авиамоторная улица, дом 28/4";"г Москва, ул Авиамоторная, д 28/4";"111024";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Лефортово";"р-н";"район";"Лефортово";"";"";"";"";"";"";"323041f6-9ad7-439d-b02a-d4d29746890b";"77000000000024100";"ул Авиамоторная";"ул";"улица";"Авиамоторная";"c8cbcbe0-1f5f-4a06-b176-e337adb6ad94";"7700000000002410049";"д";"дом";"28/4";"";"";"";"";"";"";"";"200234";"";"";"c8cbcbe0-1f5f-4a06-b176-e337adb6ad94";"77000000000000002410049";"8";"0";"7700000000002410049";"0";"45290564000";"45388000";"7722";"7722";"UTC+3";"55.7453052";"37.7193858";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Калининско-Солнцевская', 'name': 'Авиамоторная'}, {'distance': 1.1, 'line': 'МЦК', 'name': 'Андроновка'}, {'distance': 1.6, 'line': 'МЦК', 'name': 'Нижегородская'}]"
"106";"город Москва, Авиамоторная улица, дом 30";"г Москва, ул Авиамоторная, д 30";"111024";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Лефортово";"р-н";"район";"Лефортово";"";"";"";"";"";"";"323041f6-9ad7-439d-b02a-d4d29746890b";"77000000000024100";"ул Авиамоторная";"ул";"улица";"Авиамоторная";"5856c68f-9361-4581-abc0-4d736124c99e";"7700000000002410054";"д";"дом";"30";"";"";"";"";"";"";"";"202654";"";"";"5856c68f-9361-4581-abc0-4d736124c99e";"77000000000000002410054";"8";"0";"7700000000002410054";"0";"45290564000";"45388000";"7722";"7722";"UTC+3";"55.7450196";"37.7209703";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.8, 'line': 'Калининско-Солнцевская', 'name': 'Авиамоторная'}, {'distance': 0.9, 'line': 'МЦК', 'name': 'Андроновка'}, {'distance': 1.5, 'line': 'МЦК', 'name': 'Нижегородская'}]"
